ID;Tag;Kategória;Štúdium;Autor;Otázka;Obmena 1;Obmena 2;Obmena 3;Obmena 4;Odpoveď 1;Odpoveď 2;Odpoveď 3
;;Štúdium;;JM;Koľko kreditov potrebujem na prejdenie do ďalšieho ročníka?;Aký je minimálny počet kreditov za akademický rok?;Je minimálny počet kreditov pre postup do vyššieho ročníka?;Aspoň koľko kreditov potrebujem za akademický rok?;;Rozpis počtu minimálnych kreditov nájdete na stránke: https://www.fri.uniza.sk/aktuality/informacia-pre-studentov-1-rocnika-bakalarskeho-studia-ku-kreditovemu-systemu-studia.;;
;;Parkovanie;;JM;Ako študent musím platiť parkovanie pred fakultou?;Je potrebné platiť parkovné na fakulte ked som študent?;Musia študenti platiť parkovné pred fakultou?;Musí študent platiť za parkovanie pred fakultou?;;Áno, parkovanie musí za platiť kazdý kto prejde rampou a parkuje na parkovisku fakulty.;;
;;Internát;;JM;Kedy mám nárok na ubytovanie na internátoch?;Kedy má študent nárok na ubytovanie na internátoch?;Za akých podmienok dostanem ubytovanie na internátoch?;Aké sú pravidlá pre získanie ubytovania na internáte?;Kedy môžem dostať izbu na internáte?;Ak ste študentom na Žilinskej univerzite a bývate minimálne 15km od mesta Žilina.;;
;;Internát;;JM;Ako požiadať o ubytovanie na internátoch?;Akým spôsobom viem požiadať o ubytovanie?;Ako študent žiada o pridelenie izby na internáte?;Ako požiadam o pridelenie izby?;Ako podám žiadosť o pridelenie izby na internáte?;Cez vzdelávanie si podaté žiadosť.;;
;;Prihláška;;JM;Musím mať prihlášku potvrdenú zo strednej školy?;Je potrebné mať potvrdenú prihlášku strednou školou?;Je nútné potvrdenie prihlášky od strednej školy?;Musí mi stredná škola potvrdiť prihlášku?;Je potrebné aby mi stredná škola potvrdila prihlášku?;Potvrenie prihlášky strednou školou nie je nutné.;;
;;Prihláška;;JM;Potrebujem na prihlášku vysvedčenie zo strednej školy?;Je potrebné k prihláške pridať vysvedčenie zo strednej školy?;Je k prihláške potrebná ako príloha vysvedčenie zo strednej školy?;Musím k prihláške priložiť vysvedčenie zo strednej školy?;Je nutné dať k prihláške vyzvedčenie zo strednej?;Áno z predmaturitného ročníka.;;
;;Prihláška;;JM;Potrebujem na prihlášku vysvedčenie zo základnej školy?;Je potrebné k prihláške pridať vysvedčenie zo základnej školy?;Je k prihláške potrebná ako príloha vysvedčenie zo základnej školy?;Musím k prihláške priložiť vysvedčenie zo základenj školy?;Je nutné dať k prihláške vyzvedčenie zo základnej?;Vysvedčenie zo základnej školy nie je potrebné;;
;;Prihláška;;JM;Môžem prihlášku odfotiť mobilom namiesto naskenovania?;Môžem prihlášku odfotiť a poslať?;Môžem poslať fotku prihlášky?;Musí byť prihláška oskenovaná?;Je nutné poslať oskenovanú prihlášku?;Prihlášku môžeš poslať odfotenú, nemusí byť oskenovaná.;;
;;Prihláška;;JM;Potrebujem potvrdenie o zaplatení prihlášky?;Je nutné priložiť potvrdenie o zaplatení prihlášky?;K prihláške je potrebné poslať aj potvrdenie o zaplatení?;Musím s prihláškou poslať aj potvrdenie o zaplatení?;Potvredenie o zaplatení je treba poslať s prihláškou?;Áno, s prihláškou je nutné poslať aj potvrdenie o zaplatení;;
;;Prihláška;;JM;Potrebujem na prihlášku maturitné vysvedčenie?;Je k prihláške nutné priložiť maturitné vysvedčnie?;Musím dať k prihláške aj maturitné vysvedčenie?;Musím poslať z prihláškou maturotné vysvedčenie?;Je potrebné aby som poslala s prihláškou aj maturitné vysvedčenie?;Áno, k prihláške je nutné priložiť aj maturitné vysvedčenie;;
;;Prihláška;;JM;Potrebujem overiť maturitné vysvedčenie notárom?;Musí byť maturitné vysvedčenie overené notárom?;Maturitné vysvedčenie priložené k prihláške musí byť overené notárom?;Je potrebné aby bolo maturitné vysvedčenie norátsky overené? ;Musí byť priložené maturitné vysvedčenie notársky overené?;Nie, vysvedčenia nemusia byť notársky overené;;
;;Prihláška;;JM;Potrebujem overiť vysvedčenie z predmaturitného ročníka notárom?;Musí byť predmaturitné vysvedčenie overené notárom?;Predaturitné vysvedčenie priložené k prihláške musí byť overené notárom?;Je potrebné aby bolo predmaturitné vysvedčenie norátsky overené? ;Musí byť priložené predmaturitné vysvedčenie notársky overené?;Nie, vysvedčenia nemusia byť notársky overené;;
;;;;;Čo potrebujem na odpustenie príjmacích skúšok na bakalárskom štúdiu?;Aké sú podmieny odpustenie prímacej skúšky na bakalárskom štúdiu?;Kedy nemusím robiť prijímacie skúšky na bakalárskom štúdiu?;Za akých podmienok sa neusím zúčastniť prijímacích skúšok na bakalárskom štúdiu?;Kedy nemusím robiť prijímacie skúšky na bakalárskom štúdiu?;Odpoveď nájdeš na https://www.fri.uniza.sk/uploads/files/1634110780-FRI-BC-2022.pdf;;
;;Prihláška;;JM;Čo potrebujem na odpustenie príjmacích skúšok na inžinierskom štúdiu?;Aké sú podmieny odpustenie prímacej skúšky na inžinierskom štúdiu?;Kedy nemusím robiť prijímacie skúšky na inžinierskom štúdiu?;Za akých podmienok sa neusím zúčastniť prijímacích skúšok  na inžinierskom štúdiu?;Kedy nemusím robiť prijímacie skúšky  na inžinierskom štúdiu?;Bez prijímacej skúšky sú prijatí uchádzači, ktorí počas bakalárskeho štúdia úspešne absolvovali predpísané predmety (alebo ich ekvivalent podľa informačného listu) a požiadali písomne dekana fakulty o odpustenie prijímacej skúšky.;;
;;ISIC;;JM;Dokedy je tento rok platný ISIC?;Aká je platnosť ISICU?;Ako dlho platí isic;Do kedy môžem používaž isic?;Môžem používať isic aj cez prázdniny?;ISIC platí do 31.8., končiacim študentom končí platnosť dňom štátnej skúšky.;;
;;Poplatky;;JM;Aká je výška školného za školský rok?;Koľko sa platí školné pri prekročení štandardenj doby štúdia?;Koľko sa platí školné?;Koľko platím školné pri predĺžení štúdia?;Aká je výška školného pri predĺžení štúdia?;Výška školného je 550 eur za jeden akademický rok.;;
;;Poplatky;;JM;Koľko rokov nemusím platiť za bakalárske štúdium?;Koľko rokov je štúdium pre na bakalárskom stupni bezplatné?;Koľko rokov je štúdium na prvom stupni zadarmo?;Ako dlho nemusím platiť školné na 1. stupni?;Koľko rokov sa neplatí školné na bakalárskom stupni?;Bezplatné bakalárske štúdium je po dobu 3 rokov.;;
;;Poplatky;;JM;Koľko rokov nemusím platiť za inžinierské štúdium?;Koľko rokov je štúdium pre na inžinierskom stupni bezplatné?;Koľko rokov je štúdium na druhom stupni zadarmo?;Ako dlho nemusím platiť školné na 2. stupni?;Koľko rokov sa neplatí školné na inžinierskom stupni?;Bezplatné inžinierske štúdium je po dobu 2 rokov.;;
;;Poplatky;;JM;Koľko rokov nemusím platiť za doktoranské štúdium?;Koľko rokov je štúdium pre na doktorantskom stupni bezplatné?;Koľko rokov je štúdium na treťom stupni zadarmo?;Ako dlho nemusím platiť školné na 3. stupni?;Koľko rokov sa neplatí školné na doktorantskom stupni?;Bezplatné doktorantské štúdium je po dobu 2 rokov.;;
;;Štipendium;;JM;Môžem mať štipendium počas bakalárskeho štúdia?;Aké štipendium môžem získať na prvom stupni?;Aké sú štipendiá na 1. stupni?;Môžem získať štipendium na bakalárskom stupni?;Sú na bakalárskom štúdiu štipendiá?;Na bakálárskom stupni môže byť študentovi udelené prospechové alebo odborové štipendium.;;
;;Štipendium;;JM;Môžem mať štipendium počas inžinierského štúdia?;Aké štipendium môžem získať na druhom stupni?;Aké sú štipendiá na 2. stupni?;Môžem získať štipendium na inžinierskom stupni?;Sú na inžinierskom štúdiu štipendiá?;Na inžinierskom stupni môže byť študentovi udelené prospechové alebo odborové štipendium.;;
;;Štipendium;;JM;Aké sú pravidlá pre vyplatenie štipendia?;Za akých podmienok dostanem štipendium?;Aké sú podmienky pre získanie štipendia?;Kedy môžem získať štipendium?;;Odpoveď nájdeš na https://www.fri.uniza.sk/uploads/files/1456237190-P-FRI-07-20151215-Stipendijny-poriadok.pdf;;
;;Miestnosť;;JM;Môžem si zarezervovať učebňu?;Za akých podmienok si môžem rezervovať účebňu?;Ako si môžem rezervovať učebňu?;Kde môžem urobiť rezerváciu miestnosti??;Ako si môžem obsadiť miestnosť?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/schoolrooms/reservations;;
;;Miestnosť;;JM;Kde môžem vidieť ktoré učebne sú už zarezervované?;Kde zistím dostupnosť učebne?;Ako môžem zistiť či je miestnosť voľná?;Kde zistím či je miestnosť rezervovaná?;Ako sa dozviem či je učebňa rezervovaná?;Odpoveď nájdete na linku = https://www.fri.uniza.sk/schoolrooms/reservations;;
;;Miestnosť;;JM;Kde si môžem zarezervovať učebňu?;Ako si môžem obsadiť miestnosť?;;;;Odpoveď nájdete na linku = https://www.fri.uniza.sk/schoolrooms/reservations;;
;;Predmet;;;Prečo si neviem zapísať niektorý predmet. ;Z akých dôvodov nie je možné si zapísať predmet?;Prečo sa mi nedá zapísať predmet?;Prečo mi nie je dostupný predmet?;Prečo mi nefunguje zapísanie predmetu?;Lebo bol určený pre iný študijný program. ;;
;;Štúdium;;;Je možné elektronicky poslať potvrdenie o návšteve školy.;Môžu mi poslať potvrdenie o návšteve školy elektronicky?;Dá sa poslať potvrdenie o návšteve školy emailom?;Je možné dostať potvrdenie o návšteve školy mailom?;Dá sa poslať oskenované potvrdenie o návšteve školy?;Áno, vám môžu poslať aj na mail.;;
;;Kredity;;;Budú mi po zmene fakulty rátané kredity z predošlého štúdia?;Uznávajú sa kredity po zmene fakulty?;Ak zmením fakultu budú sa mi rátať kredity?;Sú po zmene fakulty počítané kredity?;Sú uznané kredity aj prestúpim z inej fakulty?;Nie, po zmene fakulty treba (až na výnimky) predmety opakovať;;
;;Štúdium;;;Je možnosť zmeniť študijnú skupinu?;Môžem si zmeniť štúdijnú skupinu?;Dá sa vymeniť štúdijná skupina?;Viem si premeniť štúdijnú skupinu?;Môžem si prehodiť štúdijnú skupinu?;Dá sa vyhovieť, pokiaľ je dodržaná kapacita v skupine 20 študentov.;;
;;Poplatky;;;Ako postupovať pri platení školného pri prekročení štandardnej doby štúdia.;Ako zaplatiť školné?;Aký je postup pri platení školného?;Aké sú kroky pri platení školného pri prekročení standardnej doby štúdia?;Aký je spôsob zaplatenie školného?;Na adresu budú formou listu do vlastných rúk poslané informácie študentovi s ďalšími pokynmi. (A aj boli);;
;;Štúdium;;;Môžem poslať potvrdenie o praxi priamo do Teamsu?;Je možné poslať potvrdenie o praxi na MS teams?;Môžem poslať scan potvrdenia o praxi na mail?;Je možné zaslať potvrdenia o praxi elektronicky?;;Áno, potvrdenie môžete poslať elektronicky.;;
;;Predmet;;;Môžem si zapísať predmet, ktorý nebol otvorený pre môj odbor.;Je možné mať predmet, ktorý nie je pre môj odbor?;Je možné absolvovať predmet, ktorý nie je pre pridelený môjmu štúdijnému programu?;Dá sa zapísať predmet, ktorý nie je určený môjmu odboru?;Dá sa mať predmet ktorý nie je pre môj štúdijný program?;Môžeš, s písomným súhlasom garanta predmetu.;;
;;Všeobecné;;;Musím sa po štátnej skúške zapísať na úrad práce?;Je potrebné sa ohlásiť na úrade práce po štátnej skúške?;Musím sa ísť zapísať na úrad ked ukončím štúdium?;Je potrebné ísť na úrad práce po skončení štúdia?;Musím ísť na úrad práce po štátnej skúške?;Netreba nikam chodiť všetko by to malo prebehnúť automaticky ;;
;;Štúdium;;;Môžem tlačivo o praxi poslať elektronicky?;Je možné poslať tlačivo o praxi mailom?;Dá sa poslať tlačivo o vykonaní praxe elektronicky?;Môžem na mail poslať oskenované tlačivo o praxi?;Dá sa poslať potvrdenie o praxi elektronicky?;Stačí zaslať sken tlačiva na emailovú adresu študijného oddelenie FRI;;
;;Štúdium;;;"Je potrebné poslať scan karty o zanechaní štúdia? 
";Musím poslať kartu o zanechaní štúdia?;Je potrebné odovzdať scan karty o zanechaní štúdia?;Je nutné poslať dokument karty o zanechaní štúdia?;;Áno, samozrejme musíte poslať scan karty;;
;;Štúdium;;;Je možné elektronicky poslať potvrdenie o návšteve školy.;Je možné poslať tlačivo o návšteve školy mailom?;Dá sa poslať potvrdenie o návšteve školy elektronicky?;Môžem na mail poslať oskenované tlačivo o návšteve školy?;Dá sa poslať dokument o návšteve školy elektronicky?;Áno;;
;;Predmet;;;Je možné ma dopísať na predmet aj keď kapacita už je obsadená;Môžem sa zapísať na predmet s plnou kapacitou?;Je možné si zapísať predmet na ktorom ja plná kapacita?;Je možné si navoliť predmet kde je kapacita už naplnená?;Smiem si zvoliť predmet kde ja obsadenosť plná? ;Musíte sledovať či si ho niekto odhlási, kapacita je naplnená;;
;;Poplatky;;;Musím platiť plnú sumu školného v prípade že, mám v medziročníku len bakalársku prácu? ;Musím platiť plnú sumu školného ak mám len bakalársku prácu?;Musím zaplatiť školné v plnej výške ak mi ostáva len bakalárska práca?;Ked mám v medziročníku len bakalársku prácu musím platitť školné?;;Áno, aj v takomto prípade musíte zaplatiť školné v plnej výške (prípadne môžete požiadať o úľavu);;
;;Štúdium;;;Dá sa po polroku prestúpiť na iný študijný odbor?;Môžem prestúpiť na iný odbor v druhom semestri?;Môžem si zmeniť odbor v letnom semestri?;Je možné si zmeniť štúdijný program v druhom semestri?;Dá sa prestúpiť na iný štúdijný program v letnom semestri?;áno dá, treba však absolvovať predmety z daného študijného odboru, ktoré študent neabsolvoval;;
;;Predmet;;;Je možné uznať predmet z inej univerzity?;Dajú sa uznať predmety z inej vysokej školy?;Ja možné dostať kredity za predmety po prestupe z inej univerzity?;Dá sa uznať predmet pri prestupe z vysokej školy?;;po súhlase s vyučujúcimi daného predmetu áno;;
;;Kredity;;;Je nejaká povinnosť minimálneho počtu kreditov za daný semester?;;;;;Žiadna hranica kreditov za semester nie je.;;
;;Poplatky;;;je možné požiadať o úľavu školného?;Dá sa znížiť výška školného?;je možné získať úľavu zo školného?;Dá sa zmenšiť suma školného?;;áno, ak má študent na to sociálne, prospechové alebo iné dôvody ktoré sú hodné zreteľa, je to možné;;
;;Štúdium;;;je možné požiadať o komisionálne preskúšanie z predmetu?;Dá sa robiť komisionálne presmkúšanie z predmetu?;Môžem požiadať o komisionálky z predmetu?;Je možná komisionálna skúška z predmetu?;;áno ak sa nezúčastnil 3. a teda poslednýkrát na skúške z predmetu;;
;;Kredity;;;Koľko kreditov potrebujem na bakalárske štúdium?;;;;;Potrebujete aspoň 180 kreditov.;;
;;Kredity;;;Koľko potrebujem kreditov pre ukončenie inžinierskeho štúdia? ;;;;;Potrebujete 120 kreditov minimálne.;;
;;Prijímačky;;;Je potrebné prijímacie konanie na inžinierske štúdium ak som študoval na tej istej fakulte na bakalárskom stupni?;Musím robiť prijímacie skúšky ak som študoval na rovnakej fakulte v prvom stupni?;;;;Ak máte urobené predmety, ktoré nájdete na stránke fakulty pre váš odbor, budete prijatý bez prijímacieho konania.;;
;;Prax;;;Koľko hodín musím mať odrobených pre uznanie praxe?;Koľko hodín praxe musím mať?;Koľko hodín musím odrobiť pre uznanie praxe?;Koľko hodín praxe musím absolvovať?;Aký je minimálny počet hodín pre uznanie praxe?;Musíte mať odrobených aspoň 150 hodín.;;
;;Študijný referát;;;Kedy môžem prísť na študijný referát?;Kedy je otvorený študijný referát?;V akých hodinách môžem navštíviť štúdijné oddelenie?;Kedy je otvorené štúdijné oddelenie?;Kedy sa dá prísť na štúdijné oddelenie?;Študijný referát je otvorený od 7:30 do 13:00.;Študijný referát môžete navštíviť pracovné dni medzi 7:30 a 13:00.;
;;Stravovanie;;;Kedy sú v novej menze raňajky?;V akom čase sa podávajú v novej menze raňajky?;Kedy môžem prísť do novej menzy na raňajky? ;Ako sú v novej menze raňajky?;Kedy podávajú v novej menze raňajky?;Raňajky sú v čase od 7:00 do 10:00.;;
;;Stravovanie;;;Kedy je v novej menze obed?;V akom čase sa podávajú v novej menze obed?;Kedy môžem prísť do novej menzy na obed? ;Ako sú v novej menze obed?;Kedy podávajú v novej menze obed?;Obedy sa podávajú od 10:30 do 14:00.;;
;;Stravovanie;;;Kedy je v novej menze večera?;V akom čase sa podávajú v novej menze večeru?;Kedy môžem prísť do novej menzy na večeru? ;Ako sú v novej menze večere?;Kedy podávajú v novej menze večeru?;Večera je v čase od 15:00 do 18:00 hod.;;
;;Stravovanie;;;Môžem si dať obed na FRI?;Je možné obedovať na fri?;Ako sa dá obedovať na fakulte riadenia a informatiky?;Je potrebné si na fakulte objednať obed?;Ako sa naobedujem na fakulte?;Na FRI je možné jesť len na objednávku deň vopred.;;
;;Poplatky;;;"Koľko stojí školné za medziročník pri prekročení štandardnej
dĺžky štúdia na bakalárskom stupni?";Koľko musím zaplatiť školné pri rekročení štandardnej dĺžky štúdia na bakalárskom stupni?;Koľko sa platí školné pri medziročníku na prvom stupni?;Koľko stojí medziročník na bakalárskom stupni?;Koľko sa platí pri prekročení štúdia na bakalárovi?;Školné je 550 eur.;;
;;Poplatky;;;"Koľko stojí školné za medziročník pri prekročení štandardnej
dĺžky štúdia na inžinierskom stupni?";Koľko musím zaplatiť školné pri rekročení štandardnej dĺžky štúdia na inžinierskom stupni?;Koľko sa platí školné pri medziročníku na inžinierskom stupni?;Koľko stojí medziročník na druhom stupni?;Koľko sa platí pri prekročení štúdia na inžinierovi?;Suma školného je 550 eur.;;
;;Kredity;;;Koľko kreditov je potrebných, na zápis do druhého ročníka?;;;;;40;;
;;Štúdium;;;Som prijatý na štúdium ak mi boli odpustené prijímacie skúšky?;Budem prijatý ak splnam podmienky pre odpustenie prijimacieho konania?;Som automaticky prijatý ak nemusím robiť prijímacie akúšky?;;;Ak vám bolo odpustené prijímacie skúšky tak ste prijatý.;;
;;Prihl.údaje;;;Nedá sa mi prihlásiť do vzdelávania ani starým osobným číslom, ani novým osobným číslom.;;;;;Napíšte email správcovi systému, na FRI je to roman.hajtmanek@fri.uniza.sk;;
147;;Stravovanie;;JO;Je možný výdaj jedla na Novej Menze, aj keď nebývam na internátoch?;Je možné si prevziať obed na Novej Menze aj keď niesom na internáte?;Je možný výdaj jedla na Novej Menze aj keď nie som ubytovaný?;Poskytuje Nová Menza obed aj neubytovaným na internátoch?;Nie som na internáte, je možné si prevziať na Novej Menze obed?;Áno;;
148;;Stravovanie;;JO;Je možný výdaj jedla na Starej Menze, aj keď nebývam na internátoch?;Je možné si prevziať obed na Starej Menze aj keď niesom na internáte?;Je možný výdaj jedla na Starej Menze aj keď nie som ubytovaný?;Poskytuje Stará Menza obed aj neubytovaným na internátoch?;Nie som na internáte, je možné si prevziať na Starej Menze obed?;Áno;;
175;;Stravovanie;;JK;Ako funguje stravovanie v bufete na FRI? ;Ako funguje výdaj jedla vo FRI bufete?;Ako funguje preberanie jedla vo FRI bufete?;Ako je umožnený výdaj jedla na FRI bufete?;Aký je výdaj jedla na FRI Bufete?;Len po objednaní deň vopred;;
176;;Stravovanie;;JK;Treba si jedlo dopredu objednávať v bufete na FRI? ;Je nutné si jedlo objednať vopred vo FRI bufete?;Je potrebné si vo FRI bufete objednať jedlo vopred?;Objednáva sa jedlo vopred vo FRI Bufete?;Je vo FRI Bufete nutné si jedlo objednávať?;Áno;;
383;;Stravovanie;;AP;Ako sa dá stravovať na FRI?;Aké sú možnosti stravovania na FRI?;Ako je možné sa na FRI stravovať?;Ako funguje stravovanie na FRI?;Ako funguje a aké sú možnosti stravovania na FRI?;Sú tu dve strediská, výdajňa a bufet. Výdajňa otvorená počas výdaja obedov pondelok – piatok v čase od 11:30 hod. do 13:30 hod. Bufet FRI otvorený pondelok – piatok v čase od 7:00 hod. do 14:00 hod.. Peňažné prostriedky je možné vložiť si na účet u obsluhujúceho personálu v bufete. Jedlá vo výdajni je nutné objednať deň vopred. V bufete je možné bez objednávkovým spôsobom odobrať raňajky, bagety, obložené rožky, hamburgery a pizze. V bufete si môžete kúpiť aj zákusky.;;
384;;Stravovanie;;AP;Do ktorej je otvorený bufet?;Do kedy je otvorený FRI Bufet?;V akých hodinách funguje FRI Bufet?;Kedy je otvorený FRI Bufet?;Kedy sa otvára FRI Bufet?;Bufet FRI otvorený pondelok – piatok v čase od 7:00 hod. do 14:00 hod..;;
53;;Predmet;BID;JO;Čo sú to povinné predmety?;Čo to znamená povinný predmet?;Aký to je povinný predmet?;Aká je definícia povinného predmetu?;Čo znamená pojem povinný predmet?;Povinný predmet musí študent absolvovať.;;
54;;Predmet;BID;JO;Čo sú to povinne voliteľné predmety?;Čo to znamená povinne voliteľný predmet?;Aký to je povinne voliteľný predmet?;Aká je definícia povinne voliteľného predmetu?;Čo znamená pojem povinne voliteľný predmet?;Z povinne voliteľných predmetov si študent musí vybrať toľko aby z nich mal aspoň daný počet kretidov pre jeho odbor.;;
55;;Predmet;BID;JO;Čo sú to voliteľné predmety?;Čo to znamená voliteľný predmet?;Aký to je voliteľný predmet?;Aká je definícia voliteľného predmetu?;Čo znamená pojem voliteľný predmet?;Študent nemusí absolvovať žiadny voliteľný predmet. Tieto predmety sú dobroveľné.;;
122;;Predmet;;JO;Aká je maximálna dĺžka platnosti známky z predmetu?;Ako dlho platí známka z predmetu?;Koľko rokov platí známka z predmetu?;Majú známky z predmetov maximálnu platnosť?;Má známka z predmetu maximálnu dĺžku platnosti?;3 roky;;
123;;Predmet;;JO;Je možné uznať predmety po prechode z inej fakulty?;Môžem si nechať uznať predmety, ktoré som absolvoval na inej fakulte?;Budú mi uznané predmety absolvované na inej fakulte?;Sú uznávané predmety, ktoré som absolvoval na inej fakulte?;Je možné uznanie predmetov, ktoré som absolvoval na inej fakulte?;Študent môže požiadať o uznanie predmetov a kreditov absolvovaných na fakulte, inej fakulte UNIZA alebo inej vysokej školy. Žiadosť o uznanie absolvovaných predmetov je zverejnená na internetovej stránke fakulty alebo si študent žiadosť vyzdvihne v úradných hodiných na študijnom oddelení.;;
124;;Predmet;;JO;Je možné uznať predmety po prechode z inej Vysokej Školy?;Môžem si nechať uznať predmety, ktoré som absolvoval na inej vysokej škole?;Budú mi uznané predmety absolvované na inej vysokej škole?;Sú uznávané predmety, ktoré som absolvoval na inej fakulte?;Je možné uznanie predmetov, ktoré som absolvoval na inej vysokej škole?;Študent môže požiadať o uznanie predmetov a kreditov absolvovaných na fakulte, inej fakulte UNIZA alebo inej vysokej školy. Žiadosť o uznanie absolvovaných predmetov je zverejnená na internetovej stránke fakulty alebo si študent žiadosť vyzdvihne v úradných hodiných na študijnom oddelení.;;
149;;Predmet;;JO;Kde nájdem predmety programu Informatika?;Je možné nájsť popis predmetov pre odbor Informatiky?;Dajú sa zistiť predmety pre študíjny program Informatika?;Aké sú predmety študíjneho programu Informatika?;Aké sú predmety pre študíjny program Informatika?;Na stránke si môžete navoliť ročník a zameranie a nájdete predmety pre daný rok, spolu s popisom. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
150;;Predmet;;JO;Kde nájdem predmety programu Manažment?;Je možné nájsť popis predmetov pre odbor Manažment?;Dajú sa zistiť predmety pre študíjny program Manažment?;Aké sú predmety študíjneho programu Manažment?;Aké sú predmety pre študíjny program Manažment?;Na stránke si môžete navoliť ročník a zameranie a nájdete predmety pre daný rok, spolu s popisom. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
151;;Predmet;;JO;Kde nájdem predmety programu Počítačové Inžinierstvo?;Je možné nájsť popis predmetov pre odbor Počítačové Inžinierstvo?;Dajú sa zistiť predmety pre študíjny program Počítačové Inžinierstvo?;Aké sú predmety študíjneho programu Počítačové Inžinierstvo?;Aké sú predmety pre študíjny program Počítačové Inžinierstvo?;Na stránke si môžete navoliť ročník a zameranie a nájdete predmety pre daný rok, spolu s popisom. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
152;;Predmet;;JO;Kde nájdem predmety programu Biomedicínske inžinierstvo?;Je možné nájsť popis predmetov pre odbor Biomedicínske inžinierstvo?;Dajú sa zistiť predmety pre študíjny program Biomedicínske inžinierstvo?;Aké sú predmety študíjneho programu Biomedicínske inžinierstvo?;Aké sú predmety pre študíjny program Biomedicínske inžinierstvo?;Na stránke si môžete navoliť ročník a zameranie a nájdete predmety pre daný rok, spolu s popisom. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
153;;Predmet;;JO;Kde nájdem predmety programu Inteligentné informačné systémy?;Je možné nájsť popis predmetov pre odbor Inteligentné informačné systémy?;Dajú sa zistiť predmety pre študíjny program Inteligentné informačné systémy?;Aké sú predmety študíjneho programu Inteligentné informačné systémy?;Aké sú predmety pre študíjny program Inteligentné informačné systémy?;Na stránke si môžete navoliť ročník a zameranie a nájdete predmety pre daný rok, spolu s popisom. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
154;;Predmet;;JO;Kde nájdem predmety programu Informačné systémy?;Je možné nájsť popis predmetov pre odbor Informačné systémy?;Dajú sa zistiť predmety pre študíjny program Informačné systémy?;Aké sú predmety študíjneho programu Informačné systémy?;Aké sú predmety pre študíjny program Informačné systémy?;Na stránke si môžete navoliť ročník a zameranie a nájdete predmety pre daný rok, spolu s popisom. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
155;;Predmet;;JO;Kde nájdem predmety programu Informačný manažment?;Je možné nájsť popis predmetov pre odbor Informačný manažment?;Dajú sa zistiť predmety pre študíjny program Informačný manažment?;Aké sú predmety študíjneho programu Informačný manažment?;Aké sú predmety pre študíjny program Informačný manažment?;Na stránke si môžete navoliť ročník a zameranie a nájdete predmety pre daný rok, spolu s popisom. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
156;;Predmet;;JO;Kde nájdem predmety programu Aplikované sieťové inžinierstvo.;Je možné nájsť popis predmetov pre odbor Aplikované sieťové inžinierstvo?;Dajú sa zistiť predmety pre študíjny program Aplikované sieťové inžinierstvo?;Aké sú predmety študíjneho programu Aplikované sieťové inžinierstvo?;Aké sú predmety pre študíjny program Aplikované sieťové inžinierstvo?;Na stránke si môžete navoliť ročník a zameranie a nájdete predmety pre daný rok, spolu s popisom. Link na stránku: https://vzdelavanie.uniza.sk/vzdelavanie/plany.php;;
157;;Predmet;;JO;Rátajú sa mi predmety ako povinne voliteľné v prípade, že ich nemám vo svojom odbore?;Budú mi uznané povinne voliteľné predmety z iných odborov?;Sú povinne voliteľné predmety z iných študíjnych programov uznávané?;Je možné uznať povinne voliteľné predmety v prípade že sú z iného odboru?;Sú povinne voliteľné predmety z iných študíjnych programov uznávané?;Študent môže požiadať o uznanie predmetov a kreditov absolvovaných na fakulte, inej fakulte UNIZA alebo inej vysokej školy. Žiadosť o uznanie absolvovaných predmetov je zverejnená na internetovej stránke fakulty alebo si študent žiadosť vyzdvihne v úradných hodiných na študijnom oddelení.;;
172;;Predmet;;JK;Ako dlho od absolvovania predmetu je možné ho uznať?;Po akú dlhú dobu od absolvovania je možné nechať si uznať predmet?;Aká dlhá je platnosť predmetov ktoré som absolvoval?;Aká je platnosť predmetov, ktoré som absolvoval v predchádzajúcich rokoch?;Koľko rokov platí známka z predmetu?;3 roky;;
189;;Predmet;;JK;Môžem si zapísať predmety aj z iného odboru?;Je možné si zapísať aj predmety z iného odboru?;Môžem si zapísať aj predmety ktoré sa nenachádzajú v mojom študíjnom programe?;Je možné si zapísať aj predmety iných študíjnych odborov?;Môžem si zapísať aj predmety ktoré sa nenachádzajú v mojom študíjnom odbore?;Môžeš, s písomným súhlasom garanta predmetu.;;
